lad2,month,collisions,ksi,share_dark,share_wet,ksi_rate
253,2019-12,12,3,0.4166666666666667,0.4166666666666667,0.25
253,2020-01,8,1,0.375,0.125,0.125
253,2020-02,11,1,0.18181818181818182,0.6363636363636364,0.09090909090909091
253,2020-03,8,2,0.125,0.125,0.25
253,2020-05,5,0,0.0,0.0,0.0
253,2020-06,7,3,0.14285714285714285,0.42857142857142855,0.42857142857142855
253,2020-07,7,0,0.2857142857142857,0.14285714285714285,0.0
253,2020-08,14,3,0.2857142857142857,0.07142857142857142,0.21428571428571427
253,2020-09,12,4,0.25,0.16666666666666666,0.3333333333333333
253,2020-10,9,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
253,2020-11,6,1,0.3333333333333333,0.3333333333333333,0.16666666666666666
253,2020-12,9,0,0.5555555555555556,0.6666666666666666,0.0
254,2019-01,14,0,0.35714285714285715,0.21428571428571427,0.0
254,2019-02,13,1,0.46153846153846156,0.3076923076923077,0.07692307692307693
254,2019-03,6,3,0.16666666666666666,0.16666666666666666,0.5
254,2019-04,13,2,0.0,0.15384615384615385,0.15384615384615385
254,2019-05,11,2,0.2727272727272727,0.0,0.18181818181818182
254,2019-06,16,1,0.125,0.1875,0.0625
254,2019-07,9,2,0.3333333333333333,0.1111111111111111,0.2222222222222222
254,2019-08,4,0,0.0,0.25,0.0
254,2019-09,19,6,0.2631578947368421,0.10526315789473684,0.3157894736842105
254,2019-10,9,1,0.5555555555555556,0.2222222222222222,0.1111111111111111
254,2019-11,14,1,0.2857142857142857,0.35714285714285715,0.07142857142857142
254,2019-12,7,0,0.2857142857142857,0.2857142857142857,0.0
254,2020-01,7,2,0.42857142857142855,0.42857142857142855,0.2857142857142857
254,2020-02,1,0,1.0,0.0,0.0
254,2020-03,11,2,0.2727272727272727,0.36363636363636365,0.18181818181818182
254,2020-04,5,0,0.2,0.2,0.0
254,2020-05,5,2,0.0,0.0,0.4
254,2020-06,9,2,0.0,0.1111111111111111,0.2222222222222222
254,2020-07,10,2,0.1,0.1,0.2
254,2020-08,11,1,0.2727272727272727,0.36363636363636365,0.09090909090909091
254,2020-09,11,2,0.2727272727272727,0.09090909090909091,0.18181818181818182
254,2020-10,7,0,0.2857142857142857,0.5714285714285714,0.0
254,2020-11,6,0,0.6666666666666666,0.5,0.0
254,2020-12,7,0,0.42857142857142855,0.42857142857142855,0.0
255,2019-01,13,6,0.6923076923076923,0.6153846153846154,0.46153846153846156
255,2019-02,12,5,0.3333333333333333,0.08333333333333333,0.4166666666666667
255,2019-03,15,2,0.2,0.2,0.13333333333333333
255,2019-04,14,5,0.21428571428571427,0.14285714285714285,0.35714285714285715
255,2019-05,9,2,0.1111111111111111,0.0,0.2222222222222222
255,2019-06,16,2,0.0625,0.4375,0.125
255,2019-07,17,3,0.058823529411764705,0.11764705882352941,0.17647058823529413
255,2019-08,16,6,0.1875,0.0,0.375
255,2019-09,14,2,0.0,0.07142857142857142,0.14285714285714285
255,2019-10,12,2,0.4166666666666667,0.5833333333333334,0.16666666666666666
255,2019-11,10,3,0.6,0.9,0.3
255,2019-12,9,2,0.4444444444444444,0.7777777777777778,0.2222222222222222
255,2020-01,13,4,0.38461538461538464,0.38461538461538464,0.3076923076923077
255,2020-02,6,1,0.5,0.16666666666666666,0.16666666666666666
255,2020-03,5,0,0.4,0.2,0.0
255,2020-04,4,0,0.25,0.0,0.0
255,2020-05,6,5,0.16666666666666666,0.0,0.8333333333333334
255,2020-06,8,2,0.0,0.125,0.25
255,2020-07,11,4,0.18181818181818182,0.18181818181818182,0.36363636363636365
255,2020-08,3,0,0.3333333333333333,0.0,0.0
255,2020-09,14,1,0.2857142857142857,0.0,0.07142857142857142
255,2020-10,11,1,0.5454545454545454,0.36363636363636365,0.09090909090909091
255,2020-11,6,0,0.16666666666666666,0.6666666666666666,0.0
255,2020-12,8,0,0.125,0.5,0.0
256,2019-01,12,5,0.5833333333333334,0.5833333333333334,0.4166666666666667
256,2019-02,5,0,0.4,0.2,0.0
256,2019-03,9,0,0.1111111111111111,0.3333333333333333,0.0
256,2019-04,6,4,0.0,0.5,0.6666666666666666
256,2019-05,9,2,0.3333333333333333,0.1111111111111111,0.2222222222222222
256,2019-06,11,3,0.2727272727272727,0.45454545454545453,0.2727272727272727
256,2019-07,8,2,0.0,0.25,0.25
256,2019-08,7,0,0.0,0.14285714285714285,0.0
256,2019-09,11,2,0.18181818181818182,0.18181818181818182,0.18181818181818182
256,2019-10,3,0,0.3333333333333333,0.3333333333333333,0.0
256,2019-11,7,1,0.2857142857142857,0.42857142857142855,0.14285714285714285
256,2019-12,5,2,1.0,1.0,0.4
256,2020-01,10,1,0.6,0.5,0.1
256,2020-02,10,6,0.3,0.6,0.6
256,2020-03,5,0,0.4,0.8,0.0
256,2020-04,3,2,0.0,0.0,0.6666666666666666
256,2020-05,7,1,0.14285714285714285,0.14285714285714285,0.14285714285714285
256,2020-06,5,0,0.4,0.0,0.0
256,2020-07,7,2,0.14285714285714285,0.14285714285714285,0.2857142857142857
256,2020-08,2,1,0.0,0.0,0.5
256,2020-09,7,4,0.14285714285714285,0.0,0.5714285714285714
256,2020-10,10,3,0.4,0.5,0.3
256,2020-11,6,3,0.5,0.6666666666666666,0.5
256,2020-12,4,0,0.75,1.0,0.0
257,2019-01,32,4,0.46875,0.375,0.125
257,2019-02,41,7,0.5121951219512195,0.12195121951219512,0.17073170731707318
257,2019-03,18,5,0.5,0.2777777777777778,0.2777777777777778
257,2019-04,27,4,0.2962962962962963,0.25925925925925924,0.14814814814814814
257,2019-05,23,1,0.08695652173913043,0.21739130434782608,0.043478260869565216
257,2019-06,24,4,0.041666666666666664,0.125,0.16666666666666666
257,2019-07,31,3,0.1935483870967742,0.12903225806451613,0.0967741935483871
257,2019-08,32,7,0.21875,0.15625,0.21875
257,2019-09,41,7,0.1951219512195122,0.24390243902439024,0.17073170731707318
257,2019-10,27,1,0.25925925925925924,0.3333333333333333,0.037037037037037035
257,2019-11,34,6,0.4411764705882353,0.4411764705882353,0.17647058823529413
257,2019-12,29,4,0.5862068965517241,0.5517241379310345,0.13793103448275862
257,2020-01,42,10,0.5,0.42857142857142855,0.23809523809523808
257,2020-02,29,5,0.27586206896551724,0.2413793103448276,0.1724137931034483
257,2020-03,14,0,0.21428571428571427,0.07142857142857142,0.0
257,2020-04,9,2,0.2222222222222222,0.0,0.2222222222222222
257,2020-05,19,5,0.21052631578947367,0.0,0.2631578947368421
257,2020-06,16,4,0.25,0.25,0.25
257,2020-07,13,1,0.3076923076923077,0.07692307692307693,0.07692307692307693
257,2020-08,19,3,0.10526315789473684,0.21052631578947367,0.15789473684210525
257,2020-09,29,4,0.3103448275862069,0.1724137931034483,0.13793103448275862
257,2020-10,14,2,0.35714285714285715,0.35714285714285715,0.14285714285714285
257,2020-11,16,3,0.4375,0.5,0.1875
257,2020-12,17,5,0.5882352941176471,0.7647058823529411,0.29411764705882354
258,2019-02,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
258,2019-03,8,2,0.0,0.125,0.25
258,2019-04,3,0,0.0,0.0,0.0
258,2019-05,4,0,0.0,0.0,0.0
258,2019-06,7,0,0.42857142857142855,0.14285714285714285,0.0
258,2019-07,5,1,0.0,0.0,0.2
258,2019-08,3,1,0.3333333333333333,0.0,0.3333333333333333
258,2019-09,7,3,0.14285714285714285,0.2857142857142857,0.42857142857142855
258,2019-10,6,0,0.3333333333333333,0.3333333333333333,0.0
258,2019-11,4,0,0.0,1.0,0.0
258,2019-12,4,0,0.25,0.5,0.0
258,2020-01,3,2,0.3333333333333333,0.0,0.6666666666666666
258,2020-02,3,0,0.3333333333333333,0.3333333333333333,0.0
258,2020-03,2,0,0.0,0.0,0.0
258,2020-04,3,1,0.0,0.0,0.3333333333333333
258,2020-06,3,1,0.0,0.3333333333333333,0.3333333333333333
258,2020-08,6,0,0.16666666666666666,0.6666666666666666,0.0
258,2020-09,2,0,0.0,0.0,0.0
258,2020-10,2,0,0.0,0.5,0.0
258,2020-11,1,0,0.0,1.0,0.0
258,2020-12,4,1,0.5,0.75,0.25
26,2019-01,49,8,0.40816326530612246,0.2857142857142857,0.16326530612244897
26,2019-02,51,10,0.35294117647058826,0.27450980392156865,0.19607843137254902
26,2019-03,76,12,0.2236842105263158,0.13157894736842105,0.15789473684210525
26,2019-04,50,10,0.24,0.12,0.2
26,2019-05,53,11,0.24528301886792453,0.1320754716981132,0.20754716981132076
26,2019-06,64,13,0.125,0.203125,0.203125
26,2019-07,54,6,0.12962962962962962,0.16666666666666666,0.1111111111111111
26,2019-08,49,2,0.16326530612244897,0.14285714285714285,0.04081632653061224
26,2019-09,68,10,0.20588235294117646,0.08823529411764706,0.14705882352941177
26,2019-10,51,6,0.37254901960784315,0.35294117647058826,0.11764705882352941
26,2019-11,70,12,0.6142857142857143,0.4857142857142857,0.17142857142857143
26,2019-12,48,9,0.5208333333333334,0.375,0.1875
26,2020-01,61,11,0.5737704918032787,0.4262295081967213,0.18032786885245902
26,2020-02,49,6,0.3877551020408163,0.3673469387755102,0.12244897959183673
26,2020-03,40,8,0.25,0.225,0.2
26,2020-04,17,4,0.17647058823529413,0.17647058823529413,0.23529411764705882
26,2020-05,38,5,0.18421052631578946,0.07894736842105263,0.13157894736842105
26,2020-06,46,13,0.21739130434782608,0.13043478260869565,0.2826086956521739
26,2020-07,45,1,0.1111111111111111,0.15555555555555556,0.022222222222222223
26,2020-08,53,6,0.22641509433962265,0.16981132075471697,0.11320754716981132
26,2020-09,55,17,0.10909090909090909,0.12727272727272726,0.3090909090909091
26,2020-10,58,11,0.41379310344827586,0.3793103448275862,0.1896551724137931
26,2020-11,33,10,0.36363636363636365,0.2727272727272727,0.30303030303030304
26,2020-12,53,9,0.4528301886792453,0.4716981132075472,0.16981132075471697
27,2019-01,67,12,0.5522388059701493,0.26865671641791045,0.1791044776119403
27,2019-02,89,11,0.449438202247191,0.2247191011235955,0.12359550561797752
27,2019-03,80,15,0.3375,0.1875,0.1875
27,2019-04,72,17,0.18055555555555555,0.05555555555555555,0.2361111111111111
27,2019-05,60,9,0.16666666666666666,0.08333333333333333,0.15
27,2019-06,87,9,0.12643678160919541,0.20689655172413793,0.10344827586206896
27,2019-07,77,9,0.12987012987012986,0.07792207792207792,0.11688311688311688
27,2019-08,75,7,0.17333333333333334,0.10666666666666667,0.09333333333333334
27,2019-09,94,15,0.2765957446808511,0.23404255319148937,0.1595744680851064
27,2019-10,100,12,0.39,0.42,0.12
27,2019-11,93,15,0.5376344086021505,0.45161290322580644,0.16129032258064516
27,2019-12,89,10,0.550561797752809,0.3707865168539326,0.11235955056179775
27,2020-01,79,6,0.5189873417721519,0.3670886075949367,0.0759493670886076
27,2020-02,78,12,0.48717948717948717,0.21794871794871795,0.15384615384615385
27,2020-03,59,11,0.2542372881355932,0.3050847457627119,0.1864406779661017
27,2020-04,26,7,0.19230769230769232,0.07692307692307693,0.2692307692307692
27,2020-05,52,6,0.17307692307692307,0.0,0.11538461538461539
27,2020-06,69,5,0.15942028985507245,0.17391304347826086,0.07246376811594203
27,2020-07,68,13,0.19117647058823528,0.14705882352941177,0.19117647058823528
27,2020-08,86,11,0.26744186046511625,0.16279069767441862,0.12790697674418605
27,2020-09,104,18,0.22115384615384615,0.10576923076923077,0.17307692307692307
27,2020-10,87,10,0.3793103448275862,0.41379310344827586,0.11494252873563218
27,2020-11,47,6,0.48936170212765956,0.2765957446808511,0.1276595744680851
27,2020-12,73,13,0.6164383561643836,0.3561643835616438,0.1780821917808219
270,2019-01,9,2,0.0,0.5555555555555556,0.2222222222222222
270,2019-02,12,3,0.25,0.3333333333333333,0.25
270,2019-03,7,1,0.14285714285714285,0.14285714285714285,0.14285714285714285
270,2019-04,12,3,0.25,0.08333333333333333,0.25
270,2019-05,10,1,0.1,0.1,0.1
270,2019-06,12,5,0.16666666666666666,0.16666666666666666,0.4166666666666667
270,2019-07,9,0,0.1111111111111111,0.1111111111111111,0.0
270,2019-08,14,4,0.07142857142857142,0.14285714285714285,0.2857142857142857
270,2019-09,13,3,0.23076923076923078,0.15384615384615385,0.23076923076923078
270,2019-10,15,3,0.3333333333333333,0.4666666666666667,0.2
270,2019-11,15,1,0.6,0.7333333333333333,0.06666666666666667
270,2019-12,17,4,0.35294117647058826,0.8823529411764706,0.23529411764705882
270,2020-01,11,3,0.45454545454545453,0.8181818181818182,0.2727272727272727
270,2020-02,10,2,0.5,0.8,0.2
270,2020-03,9,0,0.2222222222222222,0.3333333333333333,0.0
270,2020-04,6,4,0.16666666666666666,0.0,0.6666666666666666
270,2020-05,12,2,0.16666666666666666,0.0,0.16666666666666666
270,2020-06,10,0,0.0,0.2,0.0
270,2020-07,13,1,0.15384615384615385,0.23076923076923078,0.07692307692307693
270,2020-08,11,4,0.0,0.0,0.36363636363636365
270,2020-09,16,6,0.1875,0.0625,0.375
270,2020-10,11,2,0.36363636363636365,0.6363636363636364,0.18181818181818182
270,2020-11,11,2,0.5454545454545454,0.45454545454545453,0.18181818181818182
270,2020-12,11,4,0.0,0.45454545454545453,0.36363636363636365
273,2019-01,10,2,0.8,0.7,0.2
273,2019-02,8,3,0.5,0.25,0.375
273,2019-03,7,0,0.2857142857142857,0.2857142857142857,0.0
273,2019-04,5,1,0.2,0.4,0.2
273,2019-05,16,5,0.125,0.1875,0.3125
273,2019-06,11,5,0.09090909090909091,0.0,0.45454545454545453
273,2019-07,7,1,0.2857142857142857,0.14285714285714285,0.14285714285714285
273,2019-08,5,0,0.2,0.4,0.0
273,2019-09,10,3,0.1,0.1,0.3
273,2019-10,15,5,0.4,0.5333333333333333,0.3333333333333333
273,2019-11,11,2,0.36363636363636365,0.7272727272727273,0.18181818181818182
273,2019-12,11,1,0.7272727272727273,1.0,0.09090909090909091
273,2020-01,13,4,0.6153846153846154,0.7692307692307693,0.3076923076923077
273,2020-02,14,0,0.2857142857142857,0.5,0.0
273,2020-03,4,1,0.25,0.5,0.25
273,2020-04,6,0,0.0,0.0,0.0
273,2020-05,9,2,0.1111111111111111,0.0,0.2222222222222222
273,2020-06,8,1,0.25,0.0,0.125
273,2020-07,10,2,0.1,0.4,0.2
273,2020-08,9,3,0.4444444444444444,0.1111111111111111,0.3333333333333333
273,2020-09,9,2,0.1111111111111111,0.1111111111111111,0.2222222222222222
273,2020-10,6,3,0.3333333333333333,0.16666666666666666,0.5
273,2020-11,4,3,0.25,0.75,0.75
273,2020-12,7,3,0.42857142857142855,0.7142857142857143,0.42857142857142855
274,2019-01,10,1,0.4,0.8,0.1
274,2019-02,10,2,0.2,0.3,0.2
274,2019-03,10,3,0.1,0.0,0.3
274,2019-04,9,2,0.1111111111111111,0.1111111111111111,0.2222222222222222
274,2019-05,12,2,0.08333333333333333,0.08333333333333333,0.16666666666666666
274,2019-06,12,3,0.0,0.25,0.25
274,2019-07,7,2,0.14285714285714285,0.0,0.2857142857142857
274,2019-08,11,2,0.09090909090909091,0.09090909090909091,0.18181818181818182
274,2019-09,12,3,0.08333333333333333,0.25,0.25
274,2019-10,11,1,0.2727272727272727,0.45454545454545453,0.09090909090909091
274,2019-11,11,2,0.36363636363636365,0.8181818181818182,0.18181818181818182
274,2019-12,8,4,0.5,0.875,0.5
274,2020-01,11,1,0.18181818181818182,0.8181818181818182,0.09090909090909091
274,2020-02,6,0,0.16666666666666666,0.3333333333333333,0.0
274,2020-03,5,1,0.2,0.4,0.2
274,2020-04,3,2,0.3333333333333333,0.0,0.6666666666666666
274,2020-05,4,0,0.0,0.25,0.0
274,2020-06,4,2,0.5,0.25,0.5
274,2020-07,8,0,0.0,0.0,0.0
274,2020-08,9,3,0.2222222222222222,0.3333333333333333,0.3333333333333333
274,2020-09,8,3,0.375,0.0,0.375
274,2020-10,11,2,0.45454545454545453,0.6363636363636364,0.18181818181818182
274,2020-11,10,3,0.5,0.6,0.3
274,2020-12,7,0,0.5714285714285714,1.0,0.0
276,2019-01,13,2,0.23076923076923078,0.6923076923076923,0.15384615384615385
276,2019-02,12,3,0.25,0.5,0.25
276,2019-03,13,3,0.15384615384615385,0.15384615384615385,0.23076923076923078
276,2019-04,14,1,0.35714285714285715,0.14285714285714285,0.07142857142857142
276,2019-05,9,1,0.1111111111111111,0.0,0.1111111111111111
276,2019-06,14,5,0.07142857142857142,0.14285714285714285,0.35714285714285715
276,2019-07,9,0,0.0,0.0,0.0
276,2019-08,7,0,0.14285714285714285,0.14285714285714285,0.0
276,2019-09,10,1,0.0,0.1,0.1
276,2019-10,12,2,0.25,0.5833333333333334,0.16666666666666666
276,2019-11,7,1,0.2857142857142857,0.8571428571428571,0.14285714285714285
276,2019-12,11,0,0.9090909090909091,0.7272727272727273,0.0
276,2020-01,6,2,0.6666666666666666,0.5,0.3333333333333333
276,2020-02,8,1,0.5,0.375,0.125
276,2020-03,8,1,0.125,0.25,0.125
276,2020-04,3,0,0.0,0.0,0.0
276,2020-05,4,1,0.0,0.0,0.25
276,2020-06,6,0,0.0,0.0,0.0
276,2020-07,7,0,0.14285714285714285,0.0,0.0
276,2020-08,7,4,0.2857142857142857,0.0,0.5714285714285714
276,2020-09,14,2,0.07142857142857142,0.0,0.14285714285714285
276,2020-10,4,0,0.0,0.5,0.0
276,2020-11,13,2,0.5384615384615384,0.6153846153846154,0.15384615384615385
276,2020-12,6,1,0.3333333333333333,0.5,0.16666666666666666
277,2019-01,14,10,0.7857142857142857,0.42857142857142855,0.7142857142857143
277,2019-02,11,3,0.18181818181818182,0.36363636363636365,0.2727272727272727
277,2019-03,17,1,0.23529411764705882,0.29411764705882354,0.058823529411764705
277,2019-04,18,7,0.2777777777777778,0.1111111111111111,0.3888888888888889
277,2019-05,20,3,0.05,0.05,0.15
277,2019-06,21,5,0.19047619047619047,0.3333333333333333,0.23809523809523808
277,2019-07,18,7,0.05555555555555555,0.05555555555555555,0.3888888888888889
277,2019-08,24,8,0.16666666666666666,0.125,0.3333333333333333
277,2019-09,21,8,0.19047619047619047,0.23809523809523808,0.38095238095238093
277,2019-10,16,2,0.3125,0.5625,0.125
277,2019-11,25,5,0.64,0.72,0.2
277,2019-12,12,2,0.5833333333333334,0.75,0.16666666666666666
277,2020-01,20,5,0.5,0.7,0.25
277,2020-02,11,2,0.45454545454545453,0.7272727272727273,0.18181818181818182
277,2020-03,9,1,0.1111111111111111,0.2222222222222222,0.1111111111111111
277,2020-04,6,2,0.0,0.16666666666666666,0.3333333333333333
277,2020-05,13,3,0.23076923076923078,0.0,0.23076923076923078
277,2020-06,12,3,0.0,0.25,0.25
277,2020-07,16,6,0.125,0.3125,0.375
277,2020-08,21,6,0.14285714285714285,0.047619047619047616,0.2857142857142857
277,2020-09,12,5,0.3333333333333333,0.16666666666666666,0.4166666666666667
277,2020-10,7,1,0.14285714285714285,0.42857142857142855,0.14285714285714285
277,2020-11,23,7,0.391304347826087,0.6956521739130435,0.30434782608695654
277,2020-12,13,5,0.38461538461538464,0.7692307692307693,0.38461538461538464
278,2019-01,11,3,0.36363636363636365,0.6363636363636364,0.2727272727272727
278,2019-02,11,5,0.36363636363636365,0.2727272727272727,0.45454545454545453
278,2019-03,15,1,0.4666666666666667,0.13333333333333333,0.06666666666666667
278,2019-04,15,5,0.26666666666666666,0.06666666666666667,0.3333333333333333
278,2019-05,16,4,0.0625,0.0,0.25
278,2019-06,14,3,0.14285714285714285,0.21428571428571427,0.21428571428571427
278,2019-07,13,6,0.0,0.07692307692307693,0.46153846153846156
278,2019-08,8,2,0.125,0.125,0.25
278,2019-09,9,5,0.3333333333333333,0.4444444444444444,0.5555555555555556
278,2019-10,11,2,0.2727272727272727,0.36363636363636365,0.18181818181818182
278,2019-11,14,3,0.5,0.6428571428571429,0.21428571428571427
278,2019-12,10,3,0.5,0.8,0.3
278,2020-01,11,1,0.36363636363636365,0.6363636363636364,0.09090909090909091
278,2020-02,8,1,0.25,0.375,0.125
278,2020-03,6,2,0.3333333333333333,0.16666666666666666,0.3333333333333333
278,2020-04,4,1,0.0,0.0,0.25
278,2020-05,6,1,0.0,0.0,0.16666666666666666
278,2020-06,12,3,0.0,0.16666666666666666,0.25
278,2020-07,12,5,0.16666666666666666,0.08333333333333333,0.4166666666666667
278,2020-08,11,3,0.18181818181818182,0.18181818181818182,0.2727272727272727
278,2020-09,7,4,0.0,0.0,0.5714285714285714
278,2020-10,20,9,0.45,0.3,0.45
278,2020-11,8,4,0.375,0.375,0.5
278,2020-12,20,3,0.55,0.65,0.15
28,2019-01,66,12,0.5757575757575758,0.2727272727272727,0.18181818181818182
28,2019-02,46,8,0.4782608695652174,0.10869565217391304,0.17391304347826086
28,2019-03,58,10,0.39655172413793105,0.1896551724137931,0.1724137931034483
28,2019-04,72,12,0.2777777777777778,0.08333333333333333,0.16666666666666666
28,2019-05,68,8,0.1323529411764706,0.04411764705882353,0.11764705882352941
28,2019-06,80,14,0.1875,0.25,0.175
28,2019-07,87,14,0.1724137931034483,0.12643678160919541,0.16091954022988506
28,2019-08,66,10,0.2727272727272727,0.10606060606060606,0.15151515151515152
28,2019-09,82,8,0.25609756097560976,0.1951219512195122,0.0975609756097561
28,2019-10,86,5,0.38372093023255816,0.29069767441860467,0.05813953488372093
28,2019-11,71,8,0.5070422535211268,0.4084507042253521,0.11267605633802817
28,2019-12,79,10,0.5569620253164557,0.4177215189873418,0.12658227848101267
28,2020-01,90,12,0.5777777777777777,0.25555555555555554,0.13333333333333333
28,2020-02,77,8,0.45454545454545453,0.36363636363636365,0.1038961038961039
28,2020-03,57,4,0.3684210526315789,0.21052631578947367,0.07017543859649122
28,2020-04,33,8,0.18181818181818182,0.15151515151515152,0.24242424242424243
28,2020-05,36,2,0.1111111111111111,0.05555555555555555,0.05555555555555555
28,2020-06,51,5,0.23529411764705882,0.13725490196078433,0.09803921568627451
28,2020-07,69,3,0.08695652173913043,0.11594202898550725,0.043478260869565216
28,2020-08,73,4,0.1917808219178082,0.1232876712328767,0.0547945205479452
28,2020-09,81,8,0.2716049382716049,0.1111111111111111,0.09876543209876543
28,2020-10,80,11,0.325,0.4375,0.1375
28,2020-11,80,11,0.375,0.225,0.1375
28,2020-12,81,8,0.6296296296296297,0.41975308641975306,0.09876543209876543
284,2019-01,10,1,0.5,0.5,0.1
284,2019-02,13,2,0.15384615384615385,0.15384615384615385,0.15384615384615385
284,2019-03,16,3,0.4375,0.1875,0.1875
284,2019-04,10,3,0.3,0.2,0.3
284,2019-05,13,1,0.23076923076923078,0.0,0.07692307692307693
284,2019-06,16,5,0.125,0.1875,0.3125
284,2019-07,16,3,0.125,0.0625,0.1875
284,2019-08,10,2,0.2,0.1,0.2
284,2019-09,21,6,0.19047619047619047,0.23809523809523808,0.2857142857142857
284,2019-10,17,8,0.23529411764705882,0.29411764705882354,0.47058823529411764
284,2019-11,15,5,0.3333333333333333,0.8666666666666667,0.3333333333333333
284,2019-12,15,3,0.4,0.9333333333333333,0.2
284,2020-01,15,2,0.4,0.8,0.13333333333333333
284,2020-02,12,3,0.4166666666666667,0.4166666666666667,0.25
284,2020-03,7,0,0.5714285714285714,0.2857142857142857,0.0
284,2020-04,5,0,0.0,0.0,0.0
284,2020-05,12,3,0.08333333333333333,0.0,0.25
284,2020-06,8,2,0.0,0.125,0.25
284,2020-07,9,4,0.0,0.1111111111111111,0.4444444444444444
284,2020-08,14,4,0.2857142857142857,0.2857142857142857,0.2857142857142857
284,2020-09,14,3,0.2857142857142857,0.35714285714285715,0.21428571428571427
284,2020-10,12,6,0.25,0.3333333333333333,0.5
284,2020-11,14,3,0.5,0.5,0.21428571428571427
284,2020-12,17,3,0.4117647058823529,0.7058823529411765,0.17647058823529413
285,2019-01,26,6,0.46153846153846156,0.7307692307692307,0.23076923076923078
285,2019-02,40,11,0.3,0.275,0.275
285,2019-03,23,8,0.21739130434782608,0.30434782608695654,0.34782608695652173
285,2019-04,13,3,0.0,0.23076923076923078,0.23076923076923078
285,2019-05,30,9,0.1,0.06666666666666667,0.3
285,2019-06,34,12,0.08823529411764706,0.17647058823529413,0.35294117647058826
285,2019-07,36,10,0.027777777777777776,0.1111111111111111,0.2777777777777778
285,2019-08,28,11,0.03571428571428571,0.21428571428571427,0.39285714285714285
285,2019-09,43,7,0.20930232558139536,0.20930232558139536,0.16279069767441862
285,2019-10,35,9,0.34285714285714286,0.5142857142857142,0.2571428571428571
285,2019-11,27,3,0.48148148148148145,0.7037037037037037,0.1111111111111111
285,2019-12,26,7,0.4230769230769231,0.8076923076923077,0.2692307692307692
285,2020-01,24,5,0.5416666666666666,0.7916666666666666,0.20833333333333334
285,2020-02,24,6,0.4166666666666667,0.4583333333333333,0.25
285,2020-03,12,3,0.3333333333333333,0.3333333333333333,0.25
285,2020-04,15,4,0.06666666666666667,0.13333333333333333,0.26666666666666666
285,2020-05,11,7,0.0,0.0,0.6363636363636364
285,2020-06,21,5,0.19047619047619047,0.09523809523809523,0.23809523809523808
285,2020-07,27,16,0.18518518518518517,0.037037037037037035,0.5925925925925926
285,2020-08,29,13,0.3448275862068966,0.10344827586206896,0.4482758620689655
285,2020-09,31,12,0.16129032258064516,0.12903225806451613,0.3870967741935484
285,2020-10,18,6,0.5,0.5,0.3333333333333333
285,2020-11,17,5,0.35294117647058826,0.7058823529411765,0.29411764705882354
285,2020-12,34,7,0.4411764705882353,0.8823529411764706,0.20588235294117646
286,2019-01,43,7,0.4883720930232558,0.7906976744186046,0.16279069767441862
286,2019-02,32,7,0.34375,0.28125,0.21875
286,2019-03,39,18,0.20512820512820512,0.20512820512820512,0.46153846153846156
286,2019-04,42,8,0.11904761904761904,0.11904761904761904,0.19047619047619047
286,2019-05,42,12,0.11904761904761904,0.07142857142857142,0.2857142857142857
286,2019-06,30,8,0.0,0.13333333333333333,0.26666666666666666
286,2019-07,36,18,0.05555555555555555,0.05555555555555555,0.5
286,2019-08,37,18,0.10810810810810811,0.05405405405405406,0.4864864864864865
286,2019-09,38,18,0.2631578947368421,0.3157894736842105,0.47368421052631576
286,2019-10,47,21,0.3829787234042553,0.46808510638297873,0.44680851063829785
286,2019-11,38,17,0.5263157894736842,0.7368421052631579,0.4473684210526316
286,2019-12,43,9,0.4883720930232558,0.8837209302325582,0.20930232558139536
286,2020-01,36,5,0.3888888888888889,0.6944444444444444,0.1388888888888889
286,2020-02,33,11,0.3939393939393939,0.6060606060606061,0.3333333333333333
286,2020-03,28,8,0.17857142857142858,0.17857142857142858,0.2857142857142857
286,2020-04,13,4,0.07692307692307693,0.07692307692307693,0.3076923076923077
286,2020-05,16,4,0.0,0.0,0.25
286,2020-06,23,5,0.043478260869565216,0.08695652173913043,0.21739130434782608
286,2020-07,28,10,0.07142857142857142,0.21428571428571427,0.35714285714285715
286,2020-08,41,18,0.17073170731707318,0.17073170731707318,0.43902439024390244
286,2020-09,37,16,0.08108108108108109,0.13513513513513514,0.43243243243243246
286,2020-10,37,22,0.3783783783783784,0.5135135135135135,0.5945945945945946
286,2020-11,21,6,0.38095238095238093,0.7142857142857143,0.2857142857142857
286,2020-12,40,14,0.375,0.9,0.35
29,2019-01,27,1,0.4444444444444444,0.18518518518518517,0.037037037037037035
29,2019-02,32,7,0.40625,0.34375,0.21875
29,2019-03,37,6,0.32432432432432434,0.16216216216216217,0.16216216216216217
29,2019-04,39,2,0.3076923076923077,0.07692307692307693,0.05128205128205128
29,2019-05,34,4,0.17647058823529413,0.11764705882352941,0.11764705882352941
29,2019-06,39,7,0.15384615384615385,0.28205128205128205,0.1794871794871795
29,2019-07,35,6,0.2571428571428571,0.02857142857142857,0.17142857142857143
29,2019-08,29,2,0.1724137931034483,0.10344827586206896,0.06896551724137931
29,2019-09,32,6,0.1875,0.125,0.1875
29,2019-10,41,6,0.36585365853658536,0.3170731707317073,0.14634146341463414
